SOLDIER_ID,LAST_NAME,FIRST_NAME,GENDER,AGE,HOME_STATE,RANK,PAY_GRADE,MOS_CODE,MOS_TITLE,MOS_BRANCH,BRIGADE,BATTALION,COMPANY,PLATOON,ENLISTMENT_DATE,YEARS_OF_SERVICE,STATUS,DEPLOYMENT,THEATER,DEPLOY_MONTHS,COMBAT_TOURS,BASE_PAY_USD,BAH_USD,BAS_USD,TOTAL_MONTHLY_PAY_USD,ACFT_TOTAL_SCORE,ACFT_STATUS,RUN_TIME_MIN,PUSHUPS_COUNT,SITUPS_COUNT,WEAPON,WEAPON_SCORE,WEAPON_QUALIFICATION,EDUCATION,SECURITY_CLEARANCE,AIRBORNE_QUALIFIED,AIR_ASSAULT_QUALIFIED,RANGER_TAB,VEHICLE_QUALIFIED,AWARD_1,AWARD_2,EVAL_RATING,LAST_PROMOTION_DATE,INJURY_STATUS,REENLIST_ELIGIBLE,DAYS_UNTIL_ETS,ETS_STATUS
US-0187,Jackson,Marcus,M,24,KY,PFC,E2,11B,Infantry,Combat,DISCOM,15th BSB,Foxtrot,3rd PLT,2007-06-18,17,Transition,NTC Rotation,Fort Irwin,0,0,2149,0,422,2571,491,PASS,14.5,64,67,M240B,38,EXPERT,BA/BS Degree,Secret,NO,NO,NO,M2A3 Bradley,Meritorious Service Medal,None,Outstanding,2013-06-21,Medical Hold,YES,14,ETS Eligible
US-0188,Martinez,James,M,23,CO,PVT,E1,12B,Combat Engineer,Combat Support,DISCOM,87th BSB,Echo,4th PLT,2008-01-18,16.4,Transition,OIF,Iraq,4,0,1917,2115,422,4454,599,PASS,19.8,77,80,M9 Pistol,35,SHARPSHOOTER,MA/MS Degree,TS/SCI,NO,NO,NO,FMTV,Combat Infantry Badge,None,Outstanding,2013-04-23,Fit for Duty,YES,1555,Retained
US-0189,Hall,Elijah,M,43,IN,1LT,O2,11B,Infantry,Combat,1st BCT,21st BSB,Delta,3rd PLT,2007-07-17,16.9,Deployed,Peacetime,CONUS,0,0,4188,0,266,4454,433,PASS,13.7,66,63,M9 Pistol,32,SHARPSHOOTER,AA Degree,TS/SCI,YES,NO,NO,LMTV,Army Achievement Medal,Airborne Badge,Highly Qualified,2024-06-17,Fit for Duty,YES,-456,ETS Eligible
US-0190,Walker,Danielle,F,18,VA,COL,O6,92A,Automated Logistical Specialist,Logistics,DISCOM,1-82 FA,Delta,3rd PLT,2022-11-27,1.5,Transition,OIR,Iraq/Syria,9,1,7668,0,266,7934,445,PASS,18.4,58,77,M240B,17,MARKSMAN,BA/BS Degree,None,NO,NO,NO,None,None,None,Qualified,2022-06-07,Fit for Duty,NO,638,Retained
US-0191,Young,Luis,M,42,AZ,1SG,E8,25U,Signal Support Specialist,Signal,3rd BCT,1-8 CAV,Echo,1st PLT,2018-07-18,5.9,Active Duty,OEF,Afghanistan,4,0,4739,2149,422,7310,410,PASS,15.6,31,46,M9 Pistol,21,MARKSMAN,Some College,Secret,NO,NO,NO,M2A3 Bradley,None,Army Commendation Medal,Needs Improvement,2020-05-13,Limited Duty,YES,913,Retained
US-0192,Brown,Brandon,M,34,CA,PFC,E2,12B,Combat Engineer,Combat Support,CAB,3-16 FA,Delta,3rd PLT,2015-09-07,8.7,Attached,JRTC Rotation,Fort Johnson,0,0,2149,0,422,2571,532,PASS,15.7,65,54,M240B,20,MARKSMAN,HS Diploma,TS/SCI,NO,NO,NO,HMMWV,Air Assault Badge,Army Commendation Medal,Needs Improvement,2021-11-05,Medical Hold,YES,616,Retained
US-0193,Anderson,Brandon,M,29,IL,CPL,E4,25U,Signal Support Specialist,Signal,DISCOM,21st BSB,Delta,4th PLT,2022-05-05,2.1,Medical Hold,JRTC Rotation,Fort Johnson,0,0,2504,0,422,2926,382,PASS,16.9,63,74,M240B,33,SHARPSHOOTER,AA Degree,None,YES,NO,NO,None,Army Commendation Medal,Army Achievement Medal,Highly Qualified,2022-02-18,Medical Hold,YES,-124,ETS Eligible
US-0194,Young,Michael,M,30,AZ,CPL,E4,19D,Cavalry Scout,Combat,1st BCT,2-5 CAV,Foxtrot,HQ PLT,2007-12-01,16.5,TDY,KFOR,Kosovo,5,0,2504,0,422,2926,328,FAIL,14.7,49,72,M9 Pistol,24,MARKSMAN,AA Degree,Secret,YES,NO,YES,None,None,None,Needs Improvement,2012-12-08,Fit for Duty,YES,228,Retained
US-0195,Robinson,Monique,F,19,AZ,SFC,E7,92A,Automated Logistical Specialist,Logistics,CAB,3-66 AR,Echo,4th PLT,2007-06-08,17,Active Duty,OEF,Afghanistan,13,2,3294,0,422,3716,342,FAIL,20.3,65,46,M4 Carbine,18,MARKSMAN,AA Degree,TS/SCI,NO,NO,YES,HMMWV,Army Achievement Medal,Bronze Star Medal,Outstanding,2019-11-21,Profile,YES,-485,ETS Eligible
US-0196,Clark,Danielle,F,23,KY,CPT,O3,25B,IT Specialist,Signal,DISCOM,2-5 CAV,HHC,2nd PLT,2005-01-28,19.3,Attached,KFOR,Kosovo,15,2,4836,1048,266,6150,318,FAIL,15.3,39,55,M4 Carbine,27,MARKSMAN,HS Diploma,TS/SCI,NO,NO,NO,M1126 Stryker,Air Assault Badge,Purple Heart,Highly Qualified,2020-08-10,Limited Duty,YES,1097,Retained
US-0197,Robinson,Nathan,M,43,CA,SPC,E3,94F,Special Electronic Devices Repairer,Maintenance,DISCOM,87th BSB,Echo,2nd PLT,2008-02-21,16.3,Active Duty,OIF,Iraq,6,1,2259,0,422,2681,566,PASS,16.7,24,80,M240B,31,SHARPSHOOTER,BA/BS Degree,None,NO,YES,NO,None,Air Assault Badge,None,Outstanding,2022-08-31,Fit for Duty,YES,1642,Retained
US-0198,Hall,Lauren,F,37,NC,SGT,E5,19D,Cavalry Scout,Combat,DIVARTY,1-41 IN,Alpha,1st PLT,2021-06-30,2.9,Leave,OEF,Afghanistan,15,2,2730,0,422,3152,313,FAIL,16.5,78,69,M249 SAW,38,EXPERT,MA/MS Degree,None,NO,YES,NO,M1A2 Abrams,None,None,Qualified,2021-08-22,Fit for Duty,YES,1536,Retained
US-0199,Wilson,DeShawn,M,35,NC,MAJ,O4,35F,Intelligence Analyst,Intelligence,DISCOM,1-4 AVN,Delta,3rd PLT,2007-09-17,16.7,TDY,JRTC Rotation,Fort Johnson,0,0,5696,0,266,5962,399,PASS,15.2,81,80,M4 Carbine,34,SHARPSHOOTER,BA/BS Degree,Secret,NO,YES,NO,M1A2 Abrams,Combat Infantry Badge,None,Highly Qualified,2009-12-28,Profile,YES,-91,ETS Eligible
US-0200,Garcia,Amanda,F,38,VA,PVT,E1,94F,Special Electronic Devices Repairer,Maintenance,CAB,2-5 CAV,Alpha,1st PLT,2009-01-09,15.4,Transition,OIF,Iraq,9,1,1917,1652,422,3991,428,PASS,18.4,33,39,M9 Pistol,29,MARKSMAN,AA Degree,Secret,NO,NO,YES,None,Combat Medic Badge,Airborne Badge,Highly Qualified,2014-04-15,Limited Duty,YES,286,Retained
US-0201,Young,Tyler,M,26,WA,1LT,O2,25B,IT Specialist,Signal,DIVARTY,15th BSB,Bravo,4th PLT,2022-04-12,2.1,Active Duty,JRTC Rotation,Fort Johnson,0,0,4188,0,266,4454,366,PASS,14.8,32,37,M9 Pistol,31,SHARPSHOOTER,MA/MS Degree,Top Secret,NO,YES,NO,None,Combat Infantry Badge,None,Highly Qualified,2022-04-18,Limited Duty,YES,1701,Retained
US-0202,Johnson,Aaron,M,33,IN,COL,O6,88M,Motor Transport Operator,Logistics,1st BCT,2-5 CAV,Bravo,4th PLT,2018-04-18,6.1,Attached,Peacetime,CONUS,0,0,7668,1467,266,9401,407,PASS,14.2,63,50,M4 Carbine,26,MARKSMAN,BA/BS Degree,Secret,NO,YES,YES,M2A3 Bradley,Combat Medic Badge,None,Outstanding,2020-06-04,Fit for Duty,YES,1363,Retained
US-0203,Jackson,Travis,M,23,IN,SGT,E5,68W,Combat Medic,Medical,DISCOM,1-41 IN,Echo,3rd PLT,2011-01-19,13.4,Deployed,OEF,Afghanistan,10,1,2730,0,422,3152,359,FAIL,18.4,23,47,M4 Carbine,30,SHARPSHOOTER,MA/MS Degree,Top Secret,NO,NO,NO,None,Expert Infantryman Badge,None,Needs Improvement,2022-09-14,Profile,YES,1503,Retained
US-0204,Lewis,Ryan,M,33,GA,1SG,E8,11B,Infantry,Combat,DISCOM,3-16 FA,Echo,2nd PLT,2010-07-24,13.9,Leave,OIR,Iraq/Syria,13,2,4739,0,422,5161,583,PASS,20.1,57,39,M4 Carbine,29,MARKSMAN,BA/BS Degree,None,NO,NO,NO,None,Army Commendation Medal,None,Outstanding,2022-07-12,Limited Duty,YES,-450,ETS Eligible
US-0205,Davis,Jessica,F,45,FL,1LT,O2,25U,Signal Support Specialist,Signal,2nd BCT,1-4 AVN,Alpha,1st PLT,2015-10-06,8.7,Deployed,JRTC Rotation,Fort Johnson,0,0,4188,0,266,4454,588,PASS,18.5,74,66,M4 Carbine,30,SHARPSHOOTER,BA/BS Degree,Top Secret,NO,NO,YES,M1126 Stryker,Expert Infantryman Badge,None,Outstanding,2019-10-11,Medical Hold,YES,605,Retained
US-0206,Young,DeShawn,M,45,OH,2LT,O1,19D,Cavalry Scout,Combat,1st BCT,15th BSB,Echo,3rd PLT,2006-02-27,18.3,Deployed,OIF,Iraq,12,2,3637,1548,266,5451,379,PASS,17.8,43,53,M4 Carbine,33,SHARPSHOOTER,Some College,None,NO,NO,NO,None,None,Combat Infantry Badge,Needs Improvement,2011-12-31,Medical Hold,YES,1562,Retained
US-0207,Williams,Brianna,F,23,VA,SPC,E3,35F,Intelligence Analyst,Intelligence,3rd BCT,87th BSB,Delta,HQ PLT,2016-10-24,7.6,Deployed,NTC Rotation,Fort Irwin,0,0,2259,1051,422,3732,439,PASS,18.5,63,64,M9 Pistol,35,SHARPSHOOTER,HS Diploma,TS/SCI,YES,YES,NO,None,Purple Heart,None,Highly Qualified,2017-04-03,Fit for Duty,YES,106,ETS Eligible
US-0208,Wilson,Sarah,F,22,VA,PVT,E1,25U,Signal Support Specialist,Signal,CAB,1-4 AVN,HHC,2nd PLT,2015-08-19,8.8,Medical Hold,OIR,Iraq/Syria,13,2,1917,0,422,2339,408,PASS,15,24,31,M240B,29,MARKSMAN,Some College,TS/SCI,NO,NO,NO,None,Airborne Badge,None,Needs Improvement,2019-03-04,Medical Hold,YES,680,Retained
US-0209,Jackson,Luis,M,29,MO,SGM,E9,68W,Combat Medic,Medical,2nd BCT,21st BSB,Bravo,HQ PLT,2011-05-26,13,Transition,OEF,Afghanistan,5,0,5473,0,422,5895,452,PASS,13.9,27,32,M249 SAW,30,SHARPSHOOTER,MA/MS Degree,None,NO,NO,NO,M1A2 Abrams,Bronze Star Medal,None,Qualified,2011-07-24,Profile,YES,1157,Retained
US-0210,Davis,Amanda,F,30,MI,LTC,O5,94F,Special Electronic Devices Repairer,Maintenance,3rd BCT,3-66 AR,Alpha,HQ PLT,2016-05-19,8,Active Duty,OIR,Iraq/Syria,9,1,6618,1770,266,8654,365,PASS,20.7,68,66,M9 Pistol,26,MARKSMAN,Some College,Secret,YES,NO,YES,None,None,None,Outstanding,2019-08-29,Limited Duty,YES,-275,ETS Eligible
US-0211,Anderson,Kevin,M,29,TN,SFC,E7,11B,Infantry,Combat,1st BCT,15th BSB,Foxtrot,4th PLT,2020-03-09,4.2,TDY,JRTC Rotation,Fort Johnson,0,0,3294,978,422,4694,599,PASS,14.2,40,68,M4 Carbine,37,EXPERT,AA Degree,TS/SCI,NO,YES,NO,M1A2 Abrams,Purple Heart,None,Outstanding,2021-03-17,Limited Duty,YES,1319,Retained
US-0212,Lewis,Amanda,F,32,IN,SGM,E9,12B,Combat Engineer,Combat Support,DISCOM,3-16 FA,Echo,4th PLT,2008-02-18,16.3,Medical Hold,NTC Rotation,Fort Irwin,0,0,5473,0,422,5895,558,PASS,13.7,39,60,M240B,18,MARKSMAN,Some College,Top Secret,NO,YES,NO,None,Airborne Badge,Army Achievement Medal,Highly Qualified,2016-07-24,Profile,YES,685,Retained
US-0213,Taylor,Ashley,F,33,FL,SGM,E9,68W,Combat Medic,Medical,DIVARTY,2-4 AVN,Delta,2nd PLT,2005-08-08,18.8,Medical Hold,NTC Rotation,Fort Irwin,0,0,5473,0,422,5895,531,PASS,14.7,81,70,M4 Carbine,36,EXPERT,MA/MS Degree,Secret,YES,YES,NO,LMTV,None,Meritorious Service Medal,Qualified,2014-10-13,Medical Hold,YES,556,Retained
US-0214,Brown,Keisha,F,34,FL,1LT,O2,88M,Motor Transport Operator,Logistics,DISCOM,21st BSB,Alpha,3rd PLT,2008-08-27,15.8,Leave,Peacetime,CONUS,0,0,4188,0,266,4454,359,FAIL,15.2,76,74,M240B,21,MARKSMAN,MA/MS Degree,Top Secret,YES,NO,NO,M2A3 Bradley,Army Commendation Medal,None,Outstanding,2010-02-13,Profile,YES,184,Retained
US-0215,Wright,Jason,M,25,OH,SGM,E9,25U,Signal Support Specialist,Signal,DISCOM,2-4 AVN,Echo,3rd PLT,2007-02-25,17.3,Deployed,Peacetime,CONUS,0,0,5473,1987,422,7882,555,PASS,19.5,20,38,M240B,27,MARKSMAN,MA/MS Degree,None,NO,YES,NO,M1A2 Abrams,None,None,Needs Improvement,2009-08-12,Fit for Duty,YES,37,ETS Eligible
US-0216,Jackson,Ryan,M,31,GA,SGM,E9,19D,Cavalry Scout,Combat,3rd BCT,3-66 AR,Foxtrot,4th PLT,2018-05-28,6,TDY,Peacetime,CONUS,0,0,5473,0,422,5895,350,FAIL,18.5,21,77,M249 SAW,20,MARKSMAN,HS Diploma,Secret,NO,YES,YES,HMMWV,None,None,Qualified,2018-06-24,Fit for Duty,YES,304,Retained
US-0217,Wright,Marcus,M,45,SC,PFC,E2,68W,Combat Medic,Medical,1st BCT,2-12 IN,Alpha,1st PLT,2011-10-08,12.6,Deployed,JRTC Rotation,Fort Johnson,0,0,2149,0,422,2571,395,PASS,19.2,78,68,M249 SAW,21,MARKSMAN,MA/MS Degree,Top Secret,NO,NO,NO,M1A2 Abrams,None,None,Highly Qualified,2013-03-22,Profile,YES,-443,ETS Eligible
US-0218,Taylor,Michael,M,21,SC,SSG,E6,94F,Special Electronic Devices Repairer,Maintenance,DIVARTY,1-8 CAV,Echo,1st PLT,2009-10-20,14.6,Medical Hold,Peacetime,CONUS,0,0,2980,1772,422,5174,344,FAIL,18.4,31,58,M249 SAW,27,MARKSMAN,Some College,None,NO,YES,NO,FMTV,Meritorious Service Medal,None,Qualified,2015-06-20,Limited Duty,YES,1782,Retained
US-0219,Moore,DeShawn,M,34,FL,COL,O6,11C,Indirect Fire Infantry,Combat,CAB,2-12 IN,Delta,HQ PLT,2021-07-06,2.9,Leave,OIR,Iraq/Syria,14,2,7668,1262,266,9196,386,PASS,15,74,57,M4 Carbine,31,SHARPSHOOTER,HS Diploma,TS/SCI,YES,NO,NO,None,None,None,Highly Qualified,2024-11-24,Profile,YES,-84,ETS Eligible
US-0220,Jackson,DeShawn,M,22,MO,SFC,E7,35F,Intelligence Analyst,Intelligence,2nd BCT,21st BSB,Foxtrot,4th PLT,2007-10-03,16.7,Medical Hold,OEF,Afghanistan,13,2,3294,1822,422,5538,593,PASS,19,69,67,M240B,40,EXPERT,HS Diploma,TS/SCI,NO,NO,NO,None,None,Meritorious Service Medal,Needs Improvement,2018-02-25,Fit for Duty,YES,445,Retained
US-0221,Brown,James,M,18,CA,PFC,E2,25B,IT Specialist,Signal,1st BCT,87th BSB,Echo,1st PLT,2009-01-07,15.4,Medical Hold,KFOR,Kosovo,10,1,2149,1112,422,3683,329,FAIL,17.8,26,78,M9 Pistol,30,SHARPSHOOTER,BA/BS Degree,Top Secret,NO,NO,NO,None,Combat Medic Badge,None,Outstanding,2016-01-21,Fit for Duty,YES,1041,Retained
US-0222,Williams,Danielle,F,33,IN,PFC,E2,12B,Combat Engineer,Combat Support,DIVARTY,1-4 AVN,Foxtrot,3rd PLT,2020-11-02,3.6,Medical Hold,OEF,Afghanistan,15,2,2149,0,422,2571,346,FAIL,15.2,44,61,M9 Pistol,37,EXPERT,BA/BS Degree,Secret,YES,NO,NO,M1126 Stryker,Air Assault Badge,Airborne Badge,Outstanding,2021-10-18,Medical Hold,YES,-249,ETS Eligible
US-0223,Davis,Marcus,M,23,TX,1LT,O2,35F,Intelligence Analyst,Intelligence,DISCOM,21st BSB,Alpha,3rd PLT,2013-07-15,10.9,Leave,OIF,Iraq,13,2,4188,1506,266,5960,415,PASS,16,23,72,M249 SAW,23,MARKSMAN,MA/MS Degree,None,NO,YES,NO,None,None,None,Highly Qualified,2022-06-23,Medical Hold,YES,1608,Retained
US-0224,Johnson,Brianna,F,27,PA,COL,O6,92A,Automated Logistical Specialist,Logistics,1st BCT,1-82 FA,Delta,HQ PLT,2013-10-03,10.7,Deployed,OIR,Iraq/Syria,3,0,7668,0,266,7934,544,PASS,18.4,33,51,M240B,21,MARKSMAN,HS Diploma,TS/SCI,YES,NO,NO,HMMWV,Airborne Badge,None,Outstanding,2018-01-25,Medical Hold,YES,-124,ETS Eligible
US-0225,Anderson,Jason,M,45,NC,SPC,E3,92A,Automated Logistical Specialist,Logistics,DIVARTY,87th BSB,Delta,2nd PLT,2012-10-16,11.6,Leave,NTC Rotation,Fort Irwin,0,0,2259,957,422,3638,566,PASS,16.8,39,57,M240B,22,MARKSMAN,MA/MS Degree,Secret,YES,NO,NO,None,Meritorious Service Medal,None,Outstanding,2022-06-25,Limited Duty,YES,597,Retained
US-0226,King,Maria,F,18,IL,PFC,E2,88M,Motor Transport Operator,Logistics,2nd BCT,1-82 FA,Delta,2nd PLT,2010-05-24,14,Medical Hold,OEF,Afghanistan,9,1,2149,1691,422,4262,394,PASS,15.2,73,34,M9 Pistol,24,MARKSMAN,AA Degree,Secret,YES,YES,NO,HMMWV,Bronze Star Medal,Bronze Star Medal,Qualified,2019-06-20,Limited Duty,YES,-349,ETS Eligible
US-0227,Anderson,Aaron,M,41,SC,SGT,E5,11B,Infantry,Combat,3rd BCT,2-12 IN,Echo,HQ PLT,2008-12-12,15.5,Medical Hold,JRTC Rotation,Fort Johnson,0,0,2730,886,422,4038,450,PASS,19.1,23,35,M240B,18,MARKSMAN,HS Diploma,Secret,NO,YES,NO,M1A2 Abrams,Meritorious Service Medal,None,Highly Qualified,2013-05-04,Medical Hold,YES,0,ETS Eligible
US-0228,Allen,Jason,M,26,NY,CPT,O3,31B,Military Police,Law Enforcement,DISCOM,2-4 AVN,Bravo,4th PLT,2009-11-21,14.5,TDY,OEF,Afghanistan,3,0,4836,0,266,5102,420,PASS,20.7,48,56,M4 Carbine,31,SHARPSHOOTER,AA Degree,TS/SCI,NO,NO,NO,M1126 Stryker,Air Assault Badge,None,Highly Qualified,2009-06-22,Limited Duty,YES,-358,ETS Eligible
US-0229,Anderson,Kevin,M,43,CO,CPT,O3,25U,Signal Support Specialist,Signal,DISCOM,2-4 AVN,Charlie,1st PLT,2016-12-30,7.4,Attached,NTC Rotation,Fort Irwin,0,0,4836,1284,266,6386,420,PASS,15.8,78,55,M240B,18,MARKSMAN,HS Diploma,Secret,NO,NO,NO,HMMWV,None,None,Qualified,2021-04-13,Medical Hold,YES,1191,Retained
US-0230,Brown,Elijah,M,20,GA,SSG,E6,19D,Cavalry Scout,Combat,3rd BCT,15th BSB,Alpha,3rd PLT,2014-06-10,10,Medical Hold,Peacetime,CONUS,0,0,2980,1921,422,5323,316,FAIL,16.4,21,78,M249 SAW,36,EXPERT,Some College,Secret,NO,NO,NO,FMTV,Expert Infantryman Badge,Combat Infantry Badge,Highly Qualified,2022-07-23,Profile,YES,32,ETS Eligible
US-0231,Moore,Amanda,F,26,NC,LTC,O5,68W,Combat Medic,Medical,DISCOM,3-66 AR,Charlie,2nd PLT,2020-06-02,4,Transition,Peacetime,CONUS,0,0,6618,1470,266,8354,383,PASS,14.2,46,53,M9 Pistol,28,MARKSMAN,HS Diploma,Secret,YES,NO,NO,LMTV,Airborne Badge,None,Highly Qualified,2021-06-16,Limited Duty,YES,111,ETS Eligible
US-0232,Garcia,Nathan,M,31,NC,CPL,E4,11B,Infantry,Combat,DISCOM,15th BSB,Delta,4th PLT,2020-02-10,4.3,Attached,KFOR,Kosovo,3,0,2504,0,422,2926,426,PASS,14.1,75,80,M240B,39,EXPERT,BA/BS Degree,Secret,NO,NO,NO,None,Expert Infantryman Badge,None,Outstanding,2021-06-20,Profile,YES,464,Retained
US-0233,Jackson,Jessica,F,37,AZ,LTC,O5,11C,Indirect Fire Infantry,Combat,1st BCT,87th BSB,Bravo,3rd PLT,2020-07-18,3.9,Transition,KFOR,Kosovo,6,1,6618,1585,266,8469,338,FAIL,18.8,36,34,M4 Carbine,17,MARKSMAN,AA Degree,None,YES,NO,NO,M2A3 Bradley,Purple Heart,Expert Infantryman Badge,Needs Improvement,2023-02-19,Limited Duty,YES,-332,ETS Eligible
US-0234,Garcia,Brandon,M,28,AL,COL,O6,94F,Special Electronic Devices Repairer,Maintenance,3rd BCT,87th BSB,Bravo,1st PLT,2012-02-13,12.3,TDY,JRTC Rotation,Fort Johnson,0,0,7668,1886,266,9820,312,FAIL,13.7,27,50,M249 SAW,31,SHARPSHOOTER,Some College,Top Secret,NO,NO,NO,None,Bronze Star Medal,Meritorious Service Medal,Needs Improvement,2015-05-02,Limited Duty,YES,-277,ETS Eligible
US-0235,Williams,Aaron,M,41,SC,COL,O6,25U,Signal Support Specialist,Signal,2nd BCT,2-4 AVN,Delta,4th PLT,2007-08-09,16.8,Active Duty,KFOR,Kosovo,1,0,7668,1704,266,9638,524,PASS,20.9,55,61,M9 Pistol,19,MARKSMAN,AA Degree,Secret,NO,YES,NO,M1A2 Abrams,None,Army Achievement Medal,Needs Improvement,2018-10-19,Profile,YES,239,Retained
US-0236,Thompson,Monique,F,38,MI,COL,O6,15T,UH-60 Helicopter Repairer,Aviation,1st BCT,1-82 FA,Alpha,3rd PLT,2020-04-13,4.1,Medical Hold,JRTC Rotation,Fort Johnson,0,0,7668,1049,266,8983,455,PASS,15.7,79,36,M249 SAW,16,MARKSMAN,BA/BS Degree,Top Secret,YES,NO,YES,FMTV,Army Achievement Medal,None,Outstanding,2024-06-20,Medical Hold,YES,29,ETS Eligible
US-0237,King,Marcus,M,43,CO,SGM,E9,35F,Intelligence Analyst,Intelligence,1st BCT,2-4 AVN,Alpha,HQ PLT,2018-07-05,5.9,TDY,KFOR,Kosovo,2,0,5473,1616,422,7511,494,PASS,14,81,79,M4 Carbine,16,MARKSMAN,AA Degree,Secret,YES,NO,NO,None,Combat Medic Badge,None,Outstanding,2019-01-29,Profile,YES,1005,Retained
US-0238,Lewis,Ryan,M,38,SC,CPT,O3,68W,Combat Medic,Medical,3rd BCT,21st BSB,HHC,4th PLT,2007-01-10,17.4,Leave,NTC Rotation,Fort Irwin,0,0,4836,1665,266,6767,508,PASS,17.7,47,70,M4 Carbine,17,MARKSMAN,HS Diploma,Secret,NO,NO,NO,M1A2 Abrams,Air Assault Badge,None,Outstanding,2024-12-23,Medical Hold,YES,1456,Retained
US-0239,Davis,Luis,M,19,FL,SGM,E9,25B,IT Specialist,Signal,2nd BCT,15th BSB,Delta,3rd PLT,2017-10-02,6.7,Active Duty,OIF,Iraq,2,0,5473,0,422,5895,527,PASS,16.8,46,36,M240B,27,MARKSMAN,BA/BS Degree,TS/SCI,NO,YES,NO,None,Bronze Star Medal,None,Highly Qualified,2022-02-07,Medical Hold,YES,1342,Retained
US-0240,Garcia,Jason,M,22,NY,SFC,E7,12B,Combat Engineer,Combat Support,1st BCT,2-4 AVN,HHC,3rd PLT,2020-02-08,4.3,TDY,OIF,Iraq,13,2,3294,0,422,3716,377,PASS,12.5,27,30,M9 Pistol,30,SHARPSHOOTER,HS Diploma,Top Secret,NO,NO,YES,None,None,None,Outstanding,2020-02-02,Profile,YES,270,Retained
US-0241,Robinson,Michael,M,24,VA,SGT,E5,15T,UH-60 Helicopter Repairer,Aviation,2nd BCT,3-16 FA,Foxtrot,HQ PLT,2009-04-13,15.1,Medical Hold,OIF,Iraq,9,1,2730,0,422,3152,375,PASS,16.5,21,37,M249 SAW,39,EXPERT,MA/MS Degree,None,NO,NO,NO,None,None,None,Outstanding,2009-03-06,Limited Duty,YES,-80,ETS Eligible
US-0242,Robinson,Rachel,F,32,CO,SGM,E9,11B,Infantry,Combat,CAB,3-16 FA,Delta,HQ PLT,2018-04-04,6.2,Medical Hold,JRTC Rotation,Fort Johnson,0,0,5473,2052,422,7947,299,FAIL,14.5,23,63,M9 Pistol,34,SHARPSHOOTER,HS Diploma,None,NO,NO,NO,None,Purple Heart,Bronze Star Medal,Outstanding,2020-02-27,Profile,YES,1422,Retained
US-0243,Thompson,Carlos,M,33,GA,MSG,E8,92A,Automated Logistical Specialist,Logistics,DISCOM,1-82 FA,HHC,4th PLT,2007-12-11,16.5,Deployed,OIR,Iraq/Syria,12,2,4739,1653,422,6814,396,PASS,19.3,71,40,M240B,38,EXPERT,BA/BS Degree,Secret,NO,YES,NO,None,None,None,Outstanding,2011-09-12,Limited Duty,YES,1780,Retained
US-0244,Jackson,James,M,37,GA,1SG,E8,35F,Intelligence Analyst,Intelligence,DISCOM,3-66 AR,Bravo,HQ PLT,2005-09-19,18.7,Attached,NTC Rotation,Fort Irwin,0,0,4739,930,422,6091,351,FAIL,16.2,59,44,M249 SAW,31,SHARPSHOOTER,HS Diploma,None,NO,YES,NO,M1A2 Abrams,Bronze Star Medal,None,Needs Improvement,2007-05-18,Limited Duty,YES,-83,ETS Eligible
US-0245,Garcia,Tyler,M,23,FL,CPL,E4,25B,IT Specialist,Signal,2nd BCT,1-82 FA,Bravo,3rd PLT,2020-11-19,3.5,Attached,KFOR,Kosovo,15,2,2504,0,422,2926,352,FAIL,18,41,38,M249 SAW,30,SHARPSHOOTER,AA Degree,TS/SCI,NO,NO,NO,HMMWV,Meritorious Service Medal,Army Commendation Medal,Qualified,2022-01-08,Medical Hold,YES,505,Retained
US-0246,Thompson,Elijah,M,36,CA,SGT,E5,31B,Military Police,Law Enforcement,CAB,3-16 FA,Delta,4th PLT,2016-07-30,7.8,Medical Hold,NTC Rotation,Fort Irwin,0,0,2730,2197,422,5349,295,FAIL,20.5,48,39,M4 Carbine,18,MARKSMAN,MA/MS Degree,None,NO,YES,NO,FMTV,Purple Heart,None,Qualified,2023-11-10,Medical Hold,YES,1767,Retained
US-0247,Jackson,Jason,M,34,KY,PVT,E1,25B,IT Specialist,Signal,3rd BCT,15th BSB,HHC,2nd PLT,2020-09-15,3.7,Active Duty,KFOR,Kosovo,14,2,1917,0,422,2339,516,PASS,20,59,80,M240B,36,EXPERT,AA Degree,Top Secret,NO,NO,NO,None,Meritorious Service Medal,Bronze Star Medal,Highly Qualified,2023-02-04,Profile,YES,778,Retained
US-0248,Johnson,Aaron,M,43,IN,PVT,E1,94F,Special Electronic Devices Repairer,Maintenance,DIVARTY,21st BSB,Charlie,2nd PLT,2022-05-13,2.1,TDY,OIR,Iraq/Syria,13,2,1917,0,422,2339,422,PASS,18.7,73,53,M240B,19,MARKSMAN,MA/MS Degree,None,NO,NO,NO,None,Army Commendation Medal,Army Achievement Medal,Outstanding,2023-08-06,Profile,YES,73,ETS Eligible
US-0249,Thompson,Crystal,F,38,CO,CPL,E4,35F,Intelligence Analyst,Intelligence,DIVARTY,21st BSB,Bravo,3rd PLT,2015-03-11,9.2,Transition,OIF,Iraq,4,0,2504,1671,422,4597,356,FAIL,13.2,23,57,M9 Pistol,22,MARKSMAN,BA/BS Degree,TS/SCI,NO,NO,NO,HMMWV,Expert Infantryman Badge,None,Outstanding,2024-03-28,Limited Duty,YES,167,ETS Eligible
